"INDEX","KIDSDRIV","AGE","HOMEKIDS","YOJ","INCOME","PARENT1","HOME_VAL","MSTATUS","SEX","EDUCATION","JOB","TRAVTIME","CAR_USE","BLUEBOOK","TIF","CAR_TYPE","RED_CAR","OLDCLAIM","CLM_FREQ","REVOKED","MVR_PTS","CAR_AGE","URBANICITY","JOB_EDU","HOME_INCOME","MVR_PTS_Trans","AGE_SEX","BLUEBOOK_TRAN","TARGET_FLAG_Proba","TARGET_FLAG","TARGET_AMT"
8392,0,45,0,0,0,0,77453,0,1,4,2,24,0,30130,4,1,0,0,0,0,0,15,1,2,0,0,7.65728279297819,133.872968238945,0.3,0,0
8397,1,45,1,14,26156,0,179165,1,1,3,5,48,0,14460,1,2,0,28959,1,1,0,10,1,3,123.039657150821,0,7.65728279297819,100.358373185196,0.6,1,3861.4291572911
8399,0,56,2,16,66868,0,204146,1,1,2,3,17,0,21050,10,4,0,0,0,1,0,6,1,2,135.843477464107,0,8.0861025356691,116.322074578727,0.4,0,0
8400,0,55,0,16,42815,0,205232,1,0,4,7,47,0,14690,1,1,1,8762,1,0,0,8,1,3,130.449154809365,0,4.02535169073515,100.983944090606,0.3,0,0
8405,1,41,2,14,86860,1,0,0,0,3,3,33,1,16020,3,1,0,0,0,0,4,1,1,2,0,2,3.73766961828337,104.488076258055,0.8,1,4153.94078556898
8406,0,56,0,15,82370,0,274135,1,1,4,6,15,0,15340,6,2,0,0,0,0,0,15,1,3,141.729354496173,0,8.0861025356691,102.719875380506,0.2,0,0
8410,0,33,1,12,66803,0,193201,1,0,4,7,32,0,14390,6,1,1,0,0,1,0,17,1,3,135.219407387746,0,3.52636052461616,100.166766376401,0.3,0,0
8413,0,33,0,9,74138,0,263173,0,0,2,3,5,0,13640,13,1,0,0,0,0,0,1,1,2,139.953337955503,0,3.52636052461616,98.0767900100131,0.2,0,0
8414,0,49,0,13,59743,0,239955,1,0,3,3,11,1,12370,1,1,0,51188,2,1,4,10,1,2,136.243363201288,2,3.91202300542815,94.3698219801426,0.7,1,3968.33705714375
8416,0,35,2,12,3028,1,0,0,0,3,1,40,0,5300,1,4,0,32063,2,1,4,10,1,1,0,2,3.58351893845611,67.4388480267737,0.9,1,3556.31632798473
8426,0,34,5,7,17698,0,137278,1,1,1,2,35,0,6670,1,6,0,0,0,0,0,1,0,1,115.710102730795,0,7.11069612297883,73.9011563783293,0.3,0,0
8434,0,53,0,14,107394,0,318906,1,1,2,3,20,1,17540,1,2,0,0,0,0,1,1,1,2,146.803440981133,1,7.97796809312855,108.279802098314,0.4,0,0
8439,0,39,2,10,111072,0,297741,1,1,3,6,33,0,9560,4,2,0,0,0,0,4,10,1,3,146.432350651042,2,7.37775890822787,85.2371225572441,0.4,0,0
8440,2,45,2,13,109361,0,306852,1,1,3,6,9,0,1500,1,2,0,0,0,0,0,16,1,3,146.586398287646,0,7.65728279297819,40.5424053774084,0.3,0,0
8475,0,52,0,8,96707,0,270614,1,0,2,3,32,1,29370,13,5,1,0,0,0,0,1,0,2,143.590171809846,0,3.97029191355212,132.54118240318,0.1,0,0
8480,0,39,0,11,17050,0,64192,0,1,2,2,52,0,6620,5,6,0,3884,2,0,1,1,0,1,107.862267189606,1,7.37775890822787,73.6805102371032,0.5,0,0
8497,0,61,2,18,34446,0,168224,1,0,4,7,35,0,11040,4,2,1,1465,2,0,0,9,1,3,125.711485385784,0,4.12713438504509,90.2268663550569,0.3,0,0
8499,0,53,0,10,30699,0,0,0,0,3,4,42,1,22730,4,5,0,19644,2,1,5,13,1,2,0,2,3.98898404656427,119.879392168959,0.9,1,4537.68366649929
8500,0,43,0,12,46671,0,183055,0,0,1,3,63,0,9400,13,4,1,0,0,0,3,5,1,1,130.274536568117,1,3.78418963391826,84.6698804475949,0.5,1,3783.37521724476
8501,0,52,0,9,46188,0,163879,0,1,4,6,26,0,18910,6,1,0,0,0,0,0,12,1,3,128.959962583704,0,7.94058382710424,111.527403003333,0.2,0,0
8502,0,43,0,11,50593,0,178766,1,1,2,5,51,0,6530,1,6,0,8487,2,0,3,1,1,2,130.99547990998,1,7.56837926783652,73.2807449633213,0.7,1,3621.31048886648
8518,0,33,3,9,58195,0,173288,1,1,2,5,37,0,8090,1,6,0,504,1,0,0,1,1,2,132.346955936869,0,7.05272104923232,79.7843080573542,0.6,1,3572.43591650757
8520,0,40,1,11,40252,1,201112,0,0,2,3,41,0,7240,13,4,1,0,0,1,0,1,1,2,129.479095412921,0,3.71357206670431,76.3475140691508,0.6,1,3502.17431892966
8523,0,54,0,14,59291,0,0,0,0,1,3,5,0,12830,1,1,0,6815,1,0,6,1,1,1,0,2,4.00733318523247,95.7384672800224,0.6,1,4112.11508637248
8525,0,48,0,10,82749,0,155212,1,0,4,6,18,1,30500,1,5,1,0,0,0,2,18,1,3,135.345688968423,1,3.89182029811063,134.513851657722,0.4,0,0
8532,0,47,0,14,106484,0,328359,1,0,4,6,49,1,28380,4,5,0,0,0,0,0,19,1,3,147.033743085839,0,3.87120101090789,130.7741116475,0.3,0,0
8535,0,56,0,13,69790,0,198028,1,0,2,3,44,1,15960,17,1,1,7825,3,0,6,1,1,2,136.027045378414,2,4.04305126783455,104.333941196363,0.5,1,4268.5989256068
8543,0,43,2,16,98666,0,319269,1,1,4,7,37,0,3800,6,2,0,35062,2,1,0,16,1,3,145.742349719172,0,7.56837926783652,59.0414531367906,0.5,0,0
8554,0,48,0,13,54108,0,183134,1,0,2,5,23,0,10060,1,4,1,3149,2,0,0,1,1,2,132.070892552957,0,3.89182029811063,86.972938213309,0.4,0,0
8560,2,45,2,0,0,0,100508,1,1,3,2,60,0,6000,10,2,0,0,0,0,4,11,0,2,0,2,7.65728279297819,70.8547611682318,0.4,0,0
8561,0,57,0,14,177908,0,467833,1,0,5,6,41,1,25380,1,5,1,35371,3,1,0,13,1,3,157.832756605694,0,4.06044301054642,125.175224777246,0.5,1,4330.49900774739
8563,0,53,0,13,70195,0,0,0,0,3,5,34,0,17750,1,1,0,0,0,0,2,9,0,3,0,1,3.98898404656427,108.787513106937,0.2,0,0
8566,0,40,0,0,0,0,0,0,1,2,1,40,1,5500,17,2,0,0,0,1,5,13,1,1,0,2,7.42714413340862,68.4418388198128,0.8,1,3602.11064161063
8570,0,39,0,9,42141,0,181281,0,1,2,3,5,1,20080,4,4,0,0,0,0,2,4,1,2,128.93363941918,1,7.37775890822787,114.18791212964,0.5,1,4242.36173845219
8572,0,36,1,12,25081,0,119233,1,0,1,4,66,0,7610,1,4,0,7054,1,0,0,1,0,1,118.4068800654,0,3.61091791264422,77.8725212778254,0.3,0,0
8582,0,42,0,4,17574,0,83322,1,0,4,5,44,0,5700,6,4,0,0,0,0,0,16,1,3,110.746747339019,0,3.76120011569356,69.4226002780592,0.4,0,0
8583,0,28,2,8,66783,0,227215,1,1,3,3,5,1,10980,10,2,0,8079,2,0,3,10,1,2,137.01728751663,1,6.73459165997295,90.0328860763853,0.5,0,0
8587,0,36,2,11,13509,1,0,0,1,2,4,39,0,2850,13,6,0,1468,1,0,5,1,0,2,0,2,7.22183582528845,52.596591013017,0.5,1,3403.68717080457
8592,0,33,0,5,12067,0,158854,1,1,1,4,19,1,16930,10,4,0,0,0,0,0,1,1,1,112.551815012773,0,7.05272104923232,106.783434191982,0.4,0,0
8593,0,48,0,11,73806,0,216274,0,1,2,3,16,1,8850,3,2,0,0,0,0,0,1,1,2,137.697351898552,0,7.78364059622125,82.6733097605667,0.5,0,0
8607,0,69,1,14,5622,0,181254,1,1,2,2,26,0,9350,13,6,0,0,0,0,0,1,0,1,104.545051923157,0,8.49699048409872,84.4913985083974,0.2,0,0
8609,0,33,1,9,86321,1,227138,0,0,4,7,17,0,13430,1,1,1,0,0,0,4,24,1,3,140.17850989045,2,3.52636052461616,97.4789601074175,0.4,0,0
8610,0,61,0,0,0,0,0,0,0,2,1,29,0,20480,6,2,0,0,0,0,0,9,0,1,0,0,4.12713438504509,115.07551163696,0.2,0,0
8614,0,49,0,7,32763,0,191657,1,1,3,3,25,1,8010,17,2,0,21383,2,0,7,11,1,2,126.464616414097,2,7.82404601085629,79.4706255760794,0.6,1,3887.34689309068
8616,0,42,0,11,50613,0,0,0,1,2,4,45,0,18170,4,1,0,6784,2,0,4,1,1,2,0,2,7.52240023138712,109.791941267183,0.7,1,4250.7832478025
8622,0,55,0,15,34745,0,0,1,0,2,3,15,0,10470,18,4,1,2752,1,0,4,1,1,2,0,2,4.02535169073515,88.3570373345661,0.4,0,0
8623,0,41,0,11,39066,0,171066,1,1,2,4,14,0,14320,1,1,0,0,0,0,0,1,1,2,127.403049635441,0,7.47533923656674,99.9745843977878,0.3,0,0
8624,0,47,0,9,18896,0,106991,0,0,3,3,14,1,12040,6,1,1,0,0,0,2,8,1,2,114.030478337231,1,3.87120101090789,93.3685331092945,0.5,0,0
8633,1,43,2,15,28948,0,189468,1,1,3,6,43,0,13260,5,2,0,32281,1,0,0,9,1,3,124.840833247255,0,7.56837926783652,96.990770102664,0.5,0,0
8641,0,44,0,10,70695,0,238871,0,1,3,3,29,1,15810,1,2,0,0,0,0,0,14,1,2,138.27799238045,0,7.61332497954064,103.947034905245,0.5,0,0
8644,0,25,1,9,38988,1,0,0,1,2,4,12,0,7530,3,2,0,4885,3,0,3,7,1,2,0,1,6.51619307604296,77.5467280795028,0.7,1,3648.61398141029
8649,0,45,1,12,29836,1,130714,0,0,1,4,28,1,10240,4,4,1,0,0,0,1,6,1,1,121.38326487336,1,3.8286413964891,87.5847918993649,0.7,1,3725.45957998725
8653,0,42,0,12,103050,0,270986,1,0,4,5,26,1,11860,4,4,1,0,0,0,0,16,1,3,144.400663923414,0,3.76120011569356,92.8152352429528,0.3,0,0
8657,0,53,0,11,178768,0,469094,0,0,5,7,23,1,24680,6,5,0,0,0,0,1,12,1,4,157.928269654831,1,3.98898404656427,123.810800654223,0.3,0,0
8658,0,36,0,8,51358,0,178375,1,1,3,5,25,0,1500,7,2,0,0,0,0,0,6,1,3,131.153224817483,0,7.22183582528845,40.5424053774084,0.3,0,0
8663,0,47,0,11,190579,0,471490,0,1,5,8,39,0,13040,6,2,0,0,0,0,0,16,1,4,158.825665387103,0,7.74240202181578,96.3532354786934,0.2,0,0
8672,0,52,0,0,0,0,0,1,1,2,1,62,1,19240,17,1,0,6902,2,1,3,9,1,1,0,1,7.94058382710424,112.287836747376,0.7,1,4231.03893703038
8680,0,48,0,14,58132,0,0,0,1,2,6,32,0,6860,6,2,0,7926,3,0,3,1,1,2,0,1,7.78364059622125,74.7304413931379,0.7,1,3608.43462370614
8684,0,61,0,11,53354,0,0,0,1,1,3,41,0,1500,7,6,0,0,0,0,0,5,1,1,0,0,8.25426877009018,40.5424053774084,0.7,1,3010.06642165196
8687,0,54,0,14,67290,0,269448,1,1,3,6,24,0,8230,6,6,0,0,0,0,2,10,1,3,139.005733571007,1,8.01466637046494,80.3286853607847,0.4,0,0
8688,0,42,0,10,90937,0,287892,1,0,3,6,11,0,1500,4,1,1,943,2,0,0,13,1,3,143.527350381346,0,3.76120011569356,40.5424053774084,0.2,0,0
8690,0,36,4,0,0,0,0,1,1,2,1,35,1,15130,10,2,0,0,0,1,0,1,0,1,0,0,7.22183582528845,102.164078955265,0.4,0,0
8712,0,46,0,12,5070,0,0,0,0,2,1,8,0,1790,1,1,0,0,0,0,0,1,1,1,0,0,3.85014760171006,43.5712832284923,0.5,1,3014.91755893746
8717,0,37,0,9,45464,0,0,0,1,4,7,35,0,11920,14,2,0,3964,1,0,4,15,1,3,0,2,7.27517231945277,93.0002392229781,0.4,0,0
8730,0,45,0,12,11261,0,151509,1,0,4,6,26,0,13700,4,1,1,0,0,0,0,18,1,3,111.282368550501,0,3.8286413964891,98.2465556462929,0.2,0,0
8739,0,25,0,8,66923,0,231852,0,0,3,5,18,0,15010,10,1,1,5960,1,0,5,11,1,3,137.267591296356,2,3.25809653802148,101.844344547636,0.3,0,0
8744,0,41,0,11,67338,0,205470,1,1,3,3,6,1,19840,10,2,0,0,0,1,0,14,0,2,136.000983501808,0,7.47533923656674,113.650113141434,0.1,0,0
8747,0,44,0,7,16976,0,165890,1,1,2,2,53,0,9680,1,2,0,0,0,0,0,1,1,1,117.06126967011,0,7.61332497954064,85.6587263024513,0.5,1,3628.83479845895
8748,0,46,0,11,95550,0,0,0,0,4,5,21,1,16590,7,3,0,2169,1,0,0,18,1,3,0,0,3.85014760171006,105.934936179323,0.5,0,0
8751,0,47,0,10,3663,0,122332,1,1,2,1,57,1,9310,1,6,0,1348,2,0,4,7,1,1,96.13284434192,2,7.74240202181578,84.3481890728606,0.9,1,3848.60324450097
8758,0,37,0,7,34038,0,161587,0,0,4,7,61,0,15450,9,1,0,3721,3,0,2,14,1,3,125.148066469695,1,3.63758615972639,103.009137101579,0.4,0,0
8761,0,48,0,10,44770,0,162374,0,0,4,7,66,0,5980,1,4,1,0,0,0,4,14,1,3,128.486771051764,2,3.89182029811063,70.7606752168595,0.6,1,3605.22111919972
8763,0,44,0,12,33833,0,172826,1,1,1,3,26,0,22330,11,1,0,0,0,0,1,1,0,1,125.776894841819,1,7.61332497954064,119.047510985729,0.1,0,0
8764,0,37,0,8,95502,0,0,0,1,3,5,37,0,26290,1,6,0,7460,1,0,0,11,1,3,0,0,7.27517231945277,126.914748088567,0.6,1,4375.82171981056
8765,0,42,2,13,38092,0,150907,1,1,2,4,15,0,15320,7,6,0,0,0,0,0,1,1,2,125.776287839968,0,7.52240023138712,102.667145157544,0.4,0,0
8773,0,53,0,13,74334,0,254789,1,1,5,6,24,0,6800,10,2,0,5854,1,0,1,16,1,3,139.62315194055,1,7.97796809312855,74.4701080573775,0.3,0,0
8780,0,36,0,12,77526,0,262675,1,0,3,5,31,0,12850,7,1,1,8271,3,0,5,11,1,3,140.489702440231,2,3.61091791264422,95.7972825336633,0.4,0,0
8781,0,43,1,11,72421,0,217974,1,1,3,6,35,0,13760,3,2,0,1018,1,0,1,18,1,3,137.55226032207,1,7.56837926783652,98.4158637825932,0.4,0,0
8782,0,48,0,11,101806,0,296076,0,1,4,5,36,1,20860,7,4,0,26433,3,1,0,23,1,3,145.269770689427,0,7.78364059622125,115.908890583449,0.6,1,4141.32138342749
8785,0,49,0,7,67258,0,222040,0,0,4,7,28,0,21760,6,3,0,0,0,0,1,10,1,3,136.848590718936,1,3.91202300542815,117.846060351836,0.3,0,0
8786,3,44,4,18,59352,0,192373,1,0,2,6,17,0,15470,1,1,1,0,0,0,0,1,1,2,133.732797116446,0,3.80666248977032,103.061593677195,0.4,0,0
8797,0,47,0,6,32267,0,0,0,1,1,3,63,0,18210,1,6,0,0,0,1,6,1,1,1,0,2,7.74240202181578,109.886851858252,0.9,1,4427.07811536083
8799,0,57,0,14,89448,0,255481,1,1,5,6,20,0,18020,1,2,0,0,0,0,0,14,1,3,141.958071455334,0,8.12088602109284,109.434875416185,0.2,0,0
8807,2,37,2,10,47473,0,190556,1,0,2,3,37,1,9950,4,4,0,2981,2,0,3,8,1,2,130.91342491428,1,3.63758615972639,86.5957009075821,0.8,1,3812.94758894816
8816,0,51,0,13,32159,0,195096,0,1,1,3,46,0,9820,4,2,0,0,0,0,0,6,0,1,126.422866259382,0,7.90248743716286,86.1465469970118,0.2,0,0
8817,1,43,2,5,2599,1,0,0,0,3,1,38,0,1760,3,1,1,0,0,0,0,5,0,1,0,0,3.78418963391826,43.2726795927801,0.4,0,0
8826,0,27,2,0,11882,0,0,1,1,2,1,39,0,32510,1,4,0,10780,2,0,1,8,1,1,0,1,6.66440902035041,137.914335073814,0.7,1,4634.31723561012
8833,0,53,0,11,115204,0,501867,1,0,4,7,48,1,18320,6,3,0,0,0,0,0,15,1,3,152.977629658171,0,3.98898404656427,110.147195437538,0.2,0,0
8834,0,54,0,12,71316,0,266967,1,0,4,6,13,1,32660,7,5,0,0,0,0,0,17,1,3,139.628955246294,0,4.00733318523247,138.162844774059,0.2,0,0
8835,0,54,0,15,74208,0,277531,1,0,3,6,13,1,22330,7,3,0,0,0,0,2,10,1,3,140.56084724634,1,4.00733318523247,119.047510985729,0.3,0,0
8840,0,40,2,8,76036,0,209793,1,0,3,3,32,1,14430,10,1,1,0,0,0,0,9,1,2,137.72107063828,0,3.71357206670431,100.276326120877,0.3,0,0
8843,0,58,0,11,101448,0,329765,1,0,3,5,32,0,17440,1,3,0,0,0,0,0,12,1,3,146.467617349955,0,4.07753744390572,108.036718104531,0.2,0,0
8849,0,41,0,11,39066,0,171738,1,1,2,4,25,0,7920,7,6,0,0,0,0,3,1,1,2,127.444502162793,1,7.47533923656674,79.1154166464897,0.5,1,3714.29231997737
8855,0,37,4,5,79846,1,0,0,1,1,3,35,1,20460,6,2,0,0,0,0,0,1,0,1,0,0,7.27517231945277,115.031386641321,0.4,0,0
8861,0,45,0,10,93996,0,316275,1,1,4,5,47,0,11640,1,2,0,3731,1,0,5,13,1,3,145.019936734291,2,7.65728279297819,92.13190933282,0.4,0,0
8862,0,45,0,10,49675,0,181340,0,0,5,5,36,0,1500,1,1,1,0,0,0,0,12,1,3,130.928614869628,0,3.8286413964891,40.5424053774084,0.3,0,0
8865,0,50,0,11,53567,0,225043,1,0,1,3,15,1,27630,1,5,0,0,0,0,2,8,1,1,134.192984657742,1,3.93182563272433,129.409973581725,0.5,0,0
8868,2,37,2,7,125309,0,347575,1,1,3,5,21,0,19900,11,1,0,0,0,0,0,8,0,3,149.769039565897,0,7.27517231945277,113.78493703667,0.1,0,0
8870,0,43,3,14,132449,0,354193,1,1,4,6,17,0,27530,10,1,0,0,0,0,2,14,1,3,150.698510379033,1,7.56837926783652,129.226371965552,0.1,0,0
8880,0,44,2,13,44200,0,160351,1,1,2,4,35,0,10910,4,2,0,0,0,0,2,1,1,2,128.198939775542,1,7.61332497954064,89.8057484606104,0.4,0,0
8885,0,46,0,5,133912,0,0,0,0,4,7,19,0,14890,13,1,1,0,0,0,0,14,1,3,0,0,3.85014760171006,101.52303121776,0.2,0,0
8894,0,45,0,15,128801,0,0,0,1,4,7,27,0,25900,3,1,0,5994,2,0,6,17,1,3,0,2,7.65728279297819,126.173854993049,0.5,0,0
8895,0,50,0,9,139452,0,364308,1,1,5,8,43,0,11900,8,4,0,0,0,1,1,17,1,4,151.690383785768,1,7.86365126544865,92.9386351157403,0.3,0,0
8899,2,58,3,15,41781,0,195766,1,1,2,4,43,0,8260,4,1,0,0,0,0,0,1,0,2,129.647691688749,0,8.15507488781144,80.4445938184781,0.2,0,0
8912,0,45,0,10,48344,0,0,0,0,4,5,59,0,13020,9,1,0,7102,3,0,4,12,1,3,0,2,3.8286413964891,96.294950151805,0.6,1,4000.11889566648
8922,0,46,0,12,16468,0,100941,1,1,4,2,44,0,7750,10,2,0,0,0,0,0,11,0,2,111.872732984028,0,7.70029520342012,78.4376190240736,0.1,0,0
8924,0,42,0,12,64019,0,249488,1,1,5,8,38,0,14590,4,6,0,7465,1,0,0,13,1,4,137.530880303611,0,7.52240023138712,100.712703726469,0.3,0,0
8928,0,49,0,16,25371,0,143256,1,0,2,3,20,0,4690,4,4,1,0,0,0,3,11,1,2,120.402729317425,1,3.91202300542815,64.2273817520214,0.5,0,0
8932,0,30,0,7,54275,0,121341,1,1,2,5,17,0,7220,1,6,0,0,0,0,5,1,1,2,127.620923801905,2,6.86797440897029,76.2637269529025,0.6,1,3772.33896004982
8943,0,54,0,12,40818,0,0,0,1,4,7,34,0,15890,13,2,0,0,0,0,0,15,1,3,0,0,8.01466637046494,104.153665023979,0.3,0,0
8945,0,40,0,13,58231,0,209820,1,0,3,6,23,0,5400,1,1,1,2983,1,0,3,13,1,3,134.453330506512,1,3.71357206670431,67.9432047378023,0.3,0,0
8946,0,43,3,14,22485,1,0,0,1,1,3,14,0,8050,13,2,0,0,0,0,0,1,0,1,0,0,7.56837926783652,79.6277069160883,0.2,0,0
8954,0,53,0,10,123954,0,0,0,0,4,6,18,1,17850,10,3,1,1644,3,0,3,10,1,3,0,1,3.98898404656427,109.027979788824,0.5,1,4191.3368072446
8958,0,59,0,0,2238,0,96941,1,1,2,2,32,0,7620,1,2,0,2490,2,0,2,8,1,1,88.5686578320419,1,8.1886891244442,77.9130967915728,0.6,1,3603.10639330431
8960,0,41,2,11,0,1,0,0,1,2,1,19,0,14540,1,6,0,3641,1,0,0,1,1,1,0,0,7.47533923656674,100.576653867089,0.8,1,3910.21507089432
8965,0,47,0,10,82503,0,0,0,1,3,5,38,0,21800,13,6,0,6633,4,0,0,15,1,3,0,0,7.74240202181578,117.931000947175,0.6,1,4205.03782872244
8966,0,29,2,0,0,0,52142,1,1,2,2,37,0,5830,4,2,0,0,0,0,1,8,0,1,0,1,6.80239476332431,70.04877038953,0.3,0,0
8967,0,46,0,12,111318,0,330183,1,0,5,8,43,0,35730,1,1,0,2935,1,0,0,14,1,4,147.662022813448,0,3.85014760171006,143.101742210823,0.1,0,0
8969,0,57,0,14,11977,0,130295,1,1,2,1,39,1,16360,9,4,0,0,0,0,2,9,1,1,110.601065582104,1,8.12088602109284,105.354859534394,0.6,1,4078.66578760283
8980,0,45,2,14,20757,1,142511,0,1,2,3,52,1,3580,10,2,0,0,0,0,0,10,0,2,117.96793664442,0,7.65728279297819,57.646299529927,0.4,0,0
8984,0,52,0,0,0,0,0,1,0,1,1,29,0,6700,6,1,1,0,0,0,1,5,0,0,0,1,3.97029191355212,74.0330552103611,0.2,0,0
8985,0,29,1,0,0,1,0,0,0,2,1,32,0,4400,6,1,1,3359,3,0,8,7,1,1,0,2,3.40119738166216,62.609899964425,0.8,1,3657.29933583345
8988,0,51,0,13,50446,0,190849,1,1,3,3,50,1,26130,10,4,0,1412,3,0,3,1,1,2,131.668534600107,1,7.90248743716286,126.611616724645,0.6,1,4543.20678132763
8989,1,47,0,7,33767,0,153272,1,1,2,4,43,1,28140,6,4,0,0,0,0,0,1,1,2,124.501339470453,0,7.74240202181578,130.340030313578,0.5,1,4428.17058013678
8995,0,40,0,13,35851,0,199444,1,1,2,2,5,0,14340,4,2,0,0,0,0,0,7,1,1,127.977828981141,0,7.42714413340862,100.0295524896,0.3,0,0
9004,0,48,0,8,0,0,158460,1,0,2,4,68,1,21270,1,3,0,0,0,0,0,10,0,2,0,0,3.89182029811063,116.797637413177,0.3,0,0
9010,0,54,0,14,100816,0,281563,1,1,4,7,33,0,21680,6,1,0,0,0,0,1,20,1,3,144.567614925356,1,8.01466637046494,117.67589008685,0.2,0,0
9012,0,56,0,9,19712,0,0,0,0,3,6,28,0,10730,6,4,1,0,0,0,3,11,1,3,0,1,4.04305126783455,89.2175261357307,0.5,1,3854.38997038712
9018,0,33,0,10,44315,0,193380,0,1,2,6,15,0,5930,1,6,0,0,0,1,2,11,1,2,130.233926265926,1,7.05272104923232,70.5246088995068,0.7,1,3521.79856182097
9036,0,40,0,11,21104,0,106870,1,1,1,3,29,0,3610,4,2,0,0,0,0,0,1,1,1,115.298936066998,0,7.42714413340862,57.8396019681487,0.5,0,0
9037,0,39,0,12,49652,0,208319,1,0,3,6,46,0,10370,6,4,1,0,0,1,1,10,1,3,132.422702887889,1,3.68887945411394,88.0225760969778,0.5,0,0
9040,0,49,0,7,56462,0,173487,1,1,3,5,39,0,22720,13,1,0,5495,1,0,5,10,1,3,131.994844661156,2,7.82404601085629,119.858705549539,0.3,0,0
9041,0,51,0,11,8260,0,124947,0,0,2,1,31,1,15620,6,1,1,0,0,0,1,9,1,1,105.84738531948,1,3.95124371858143,103.453692574254,0.5,1,3959.68500958647
9044,0,57,0,13,196889,0,484353,0,0,4,5,42,1,43250,1,5,1,9784,2,0,6,15,1,3,159.579306892583,2,4.06044301054642,154.185695185472,0.5,0,0
9045,0,50,0,10,45620,0,170796,1,1,3,6,20,0,14790,4,2,0,0,0,0,1,5,1,3,129.254909064893,1,7.86365126544865,101.254049127519,0.3,0,0
9047,0,26,3,15,69789,0,206181,1,1,2,6,37,0,11770,1,2,0,2960,3,0,5,7,1,2,136.476857137661,2,6.59167373200866,92.5366448032816,0.6,1,4004.33637091525
9049,0,43,0,13,45355,0,151271,1,1,1,3,12,0,10340,1,2,0,0,0,0,0,1,0,1,127.883074166639,0,7.56837926783652,87.9218504584384,0.1,0,0
9061,0,40,0,12,43072,0,120442,1,0,2,4,38,0,13980,1,1,1,0,0,0,0,1,0,2,124.83522664765,0,3.71357206670431,99.032797757903,0.1,0,0
9062,0,45,2,15,135768,0,347575,1,0,4,7,22,1,19580,1,3,1,8176,2,0,6,15,1,3,150.791834215066,2,3.8286413964891,113.06295453326,0.5,0,0
9076,0,34,1,11,40015,1,0,0,1,4,6,22,0,20490,4,6,0,0,0,0,0,18,1,3,0,0,7.11069612297883,115.097564178564,0.6,1,4151.16858680695
9079,0,40,2,14,23095,0,140824,1,1,1,4,19,0,7810,1,1,0,5128,2,0,1,1,1,1,119.114847115873,1,7.42714413340862,78.6778782343406,0.5,1,3561.07646966087
9081,0,41,0,9,173557,0,450715,0,0,4,8,34,1,22960,7,5,1,5447,3,0,0,15,1,3,157.059779914226,0,3.73766961828337,120.3536449163,0.4,0,0
9082,0,41,3,12,62943,0,229852,1,0,2,4,28,0,27820,1,1,1,0,0,0,2,1,1,2,136.414416450409,1,3.73766961828337,129.757691867264,0.3,0,0
9089,0,40,3,9,17372,0,107484,1,1,2,4,33,0,7240,6,2,0,20134,2,1,3,1,1,2,113.101602084516,1,7.42714413340862,76.3475140691508,0.7,1,3633.87796486908
9092,1,43,2,15,58025,0,211109,1,0,3,4,16,1,28840,6,5,1,0,0,0,0,8,1,2,134.477082079842,0,3.78418963391826,131.599821077419,0.4,0,0
9094,1,60,2,17,52002,1,242854,0,0,4,5,5,1,28140,4,5,0,0,0,0,0,12,1,3,134.654690149728,0,4.11087386417331,130.340030313578,0.5,0,0
9115,0,52,0,11,41408,0,199056,0,1,3,4,32,0,5640,4,2,0,0,0,0,0,10,0,2,129.71560796356,0,7.94058382710424,69.1306294481674,0.1,0,0
9117,0,44,0,11,38988,0,152614,0,1,1,2,11,0,5700,6,2,0,525,1,0,1,1,1,1,126.172422336347,1,7.61332497954064,69.4226002780592,0.5,1,3429.15226266017
9118,1,41,3,13,257,1,0,0,1,1,2,14,0,5630,4,2,0,7902,1,0,5,1,0,1,0,2,7.47533923656674,69.0817818519838,0.6,1,3620.55748811797
9120,0,41,2,14,146370,0,381878,1,0,2,6,34,0,20420,7,1,1,0,0,0,0,1,1,2,152.87061774132,0,3.73766961828337,114.943056853376,0.2,0,0
9124,0,56,0,12,17546,0,0,0,1,3,2,20,0,27740,4,4,0,0,0,0,0,7,0,2,0,0,8.0861025356691,129.611463073752,0.2,0,0
9128,2,42,3,12,62386,0,202871,1,0,3,5,19,0,11940,4,1,1,39058,2,0,6,9,1,3,134.926040354026,2,3.76120011569356,93.0617796750225,0.6,1,4058.26454662305
9135,1,42,2,12,38504,0,172963,1,0,2,3,34,1,21600,1,1,0,0,0,0,1,5,1,2,127.344889263478,1,3.76120011569356,117.505332471359,0.5,1,4212.24593171906
9136,0,26,0,9,24722,0,0,0,1,1,4,31,0,7900,4,2,0,1320,2,0,10,4,1,1,0,2,6.59167373200866,79.0361439942492,0.8,1,4051.32332058885
9138,0,22,2,0,0,0,0,1,1,5,2,47,0,13000,6,2,1,7191,1,0,0,11,1,2,0,0,6.2709884318583,96.236609632596,0.5,1,3792.15311425947
9157,0,50,0,0,0,0,56441,0,1,2,2,16,0,12460,4,2,0,0,0,0,2,1,1,1,0,1,7.86365126544865,94.6400377099326,0.6,1,3879.9961268242
9176,0,50,0,12,134293,0,351880,1,0,4,7,43,0,15890,1,1,0,0,0,0,0,23,1,3,150.797814676219,0,3.93182563272433,104.153665023979,0.2,0,0
